"rgn_id","stock","year","score"
3,"cod_2224",1994,0.824635417
4,"cod_2224",1994,0.824635417
5,"cod_2224",1994,0.824635417
6,"cod_2224",1994,0.824635417
7,"cod_2224",1994,0.824635417
8,"cod_2224",1994,0.824635417
9,"cod_2224",1994,0.824635417
10,"cod_2224",1994,0.824635417
11,"cod_2224",1994,0.824635417
12,"cod_2224",1994,0.824635417
13,"cod_2224",1994,0.824635417
16,"cod_2224",1994,0.824635417
3,"cod_2224",1995,0.813984375
4,"cod_2224",1995,0.813984375
5,"cod_2224",1995,0.813984375
6,"cod_2224",1995,0.813984375
7,"cod_2224",1995,0.813984375
8,"cod_2224",1995,0.813984375
9,"cod_2224",1995,0.813984375
10,"cod_2224",1995,0.813984375
11,"cod_2224",1995,0.813984375
12,"cod_2224",1995,0.813984375
13,"cod_2224",1995,0.813984375
16,"cod_2224",1995,0.813984375
3,"cod_2224",1996,0.892421875
4,"cod_2224",1996,0.892421875
5,"cod_2224",1996,0.892421875
6,"cod_2224",1996,0.892421875
7,"cod_2224",1996,0.892421875
8,"cod_2224",1996,0.892421875
9,"cod_2224",1996,0.892421875
10,"cod_2224",1996,0.892421875
11,"cod_2224",1996,0.892421875
12,"cod_2224",1996,0.892421875
13,"cod_2224",1996,0.892421875
16,"cod_2224",1996,0.892421875
3,"cod_2224",1997,0.926067708
4,"cod_2224",1997,0.926067708
5,"cod_2224",1997,0.926067708
6,"cod_2224",1997,0.926067708
7,"cod_2224",1997,0.926067708
8,"cod_2224",1997,0.926067708
9,"cod_2224",1997,0.926067708
10,"cod_2224",1997,0.926067708
11,"cod_2224",1997,0.926067708
12,"cod_2224",1997,0.926067708
13,"cod_2224",1997,0.926067708
16,"cod_2224",1997,0.926067708
3,"cod_2224",1998,0.716901042
4,"cod_2224",1998,0.716901042
5,"cod_2224",1998,0.716901042
6,"cod_2224",1998,0.716901042
7,"cod_2224",1998,0.716901042
8,"cod_2224",1998,0.716901042
9,"cod_2224",1998,0.716901042
10,"cod_2224",1998,0.716901042
11,"cod_2224",1998,0.716901042
12,"cod_2224",1998,0.716901042
13,"cod_2224",1998,0.716901042
16,"cod_2224",1998,0.716901042
3,"cod_2224",1999,0.827109375
4,"cod_2224",1999,0.827109375
5,"cod_2224",1999,0.827109375
6,"cod_2224",1999,0.827109375
7,"cod_2224",1999,0.827109375
8,"cod_2224",1999,0.827109375
9,"cod_2224",1999,0.827109375
10,"cod_2224",1999,0.827109375
11,"cod_2224",1999,0.827109375
12,"cod_2224",1999,0.827109375
13,"cod_2224",1999,0.827109375
16,"cod_2224",1999,0.827109375
3,"cod_2224",2000,0.95140625
4,"cod_2224",2000,0.95140625
5,"cod_2224",2000,0.95140625
6,"cod_2224",2000,0.95140625
7,"cod_2224",2000,0.95140625
8,"cod_2224",2000,0.95140625
9,"cod_2224",2000,0.95140625
10,"cod_2224",2000,0.95140625
11,"cod_2224",2000,0.95140625
12,"cod_2224",2000,0.95140625
13,"cod_2224",2000,0.95140625
16,"cod_2224",2000,0.95140625
3,"cod_2224",2001,0.800260417
4,"cod_2224",2001,0.800260417
5,"cod_2224",2001,0.800260417
6,"cod_2224",2001,0.800260417
7,"cod_2224",2001,0.800260417
8,"cod_2224",2001,0.800260417
9,"cod_2224",2001,0.800260417
10,"cod_2224",2001,0.800260417
11,"cod_2224",2001,0.800260417
12,"cod_2224",2001,0.800260417
13,"cod_2224",2001,0.800260417
16,"cod_2224",2001,0.800260417
3,"cod_2224",2002,0.635833333
4,"cod_2224",2002,0.635833333
5,"cod_2224",2002,0.635833333
6,"cod_2224",2002,0.635833333
7,"cod_2224",2002,0.635833333
8,"cod_2224",2002,0.635833333
9,"cod_2224",2002,0.635833333
10,"cod_2224",2002,0.635833333
11,"cod_2224",2002,0.635833333
12,"cod_2224",2002,0.635833333
13,"cod_2224",2002,0.635833333
16,"cod_2224",2002,0.635833333
3,"cod_2224",2003,0.499375
4,"cod_2224",2003,0.499375
5,"cod_2224",2003,0.499375
6,"cod_2224",2003,0.499375
7,"cod_2224",2003,0.499375
8,"cod_2224",2003,0.499375
9,"cod_2224",2003,0.499375
10,"cod_2224",2003,0.499375
11,"cod_2224",2003,0.499375
12,"cod_2224",2003,0.499375
13,"cod_2224",2003,0.499375
16,"cod_2224",2003,0.499375
3,"cod_2224",2004,0.548645833
4,"cod_2224",2004,0.548645833
5,"cod_2224",2004,0.548645833
6,"cod_2224",2004,0.548645833
7,"cod_2224",2004,0.548645833
8,"cod_2224",2004,0.548645833
9,"cod_2224",2004,0.548645833
10,"cod_2224",2004,0.548645833
11,"cod_2224",2004,0.548645833
12,"cod_2224",2004,0.548645833
13,"cod_2224",2004,0.548645833
16,"cod_2224",2004,0.548645833
3,"cod_2224",2005,0.704817708
4,"cod_2224",2005,0.704817708
5,"cod_2224",2005,0.704817708
6,"cod_2224",2005,0.704817708
7,"cod_2224",2005,0.704817708
8,"cod_2224",2005,0.704817708
9,"cod_2224",2005,0.704817708
10,"cod_2224",2005,0.704817708
11,"cod_2224",2005,0.704817708
12,"cod_2224",2005,0.704817708
13,"cod_2224",2005,0.704817708
16,"cod_2224",2005,0.704817708
3,"cod_2224",2006,0.812369792
4,"cod_2224",2006,0.812369792
5,"cod_2224",2006,0.812369792
6,"cod_2224",2006,0.812369792
7,"cod_2224",2006,0.812369792
8,"cod_2224",2006,0.812369792
9,"cod_2224",2006,0.812369792
10,"cod_2224",2006,0.812369792
11,"cod_2224",2006,0.812369792
12,"cod_2224",2006,0.812369792
13,"cod_2224",2006,0.812369792
16,"cod_2224",2006,0.812369792
3,"cod_2224",2007,0.84296875
4,"cod_2224",2007,0.84296875
5,"cod_2224",2007,0.84296875
6,"cod_2224",2007,0.84296875
7,"cod_2224",2007,0.84296875
8,"cod_2224",2007,0.84296875
9,"cod_2224",2007,0.84296875
10,"cod_2224",2007,0.84296875
11,"cod_2224",2007,0.84296875
12,"cod_2224",2007,0.84296875
13,"cod_2224",2007,0.84296875
16,"cod_2224",2007,0.84296875
3,"cod_2224",2008,0.591067708
4,"cod_2224",2008,0.591067708
5,"cod_2224",2008,0.591067708
6,"cod_2224",2008,0.591067708
7,"cod_2224",2008,0.591067708
8,"cod_2224",2008,0.591067708
9,"cod_2224",2008,0.591067708
10,"cod_2224",2008,0.591067708
11,"cod_2224",2008,0.591067708
12,"cod_2224",2008,0.591067708
13,"cod_2224",2008,0.591067708
16,"cod_2224",2008,0.591067708
3,"cod_2224",2009,0.400677083
4,"cod_2224",2009,0.400677083
5,"cod_2224",2009,0.400677083
6,"cod_2224",2009,0.400677083
7,"cod_2224",2009,0.400677083
8,"cod_2224",2009,0.400677083
9,"cod_2224",2009,0.400677083
10,"cod_2224",2009,0.400677083
11,"cod_2224",2009,0.400677083
12,"cod_2224",2009,0.400677083
13,"cod_2224",2009,0.400677083
16,"cod_2224",2009,0.400677083
3,"cod_2224",2010,0.357994792
4,"cod_2224",2010,0.357994792
5,"cod_2224",2010,0.357994792
6,"cod_2224",2010,0.357994792
7,"cod_2224",2010,0.357994792
8,"cod_2224",2010,0.357994792
9,"cod_2224",2010,0.357994792
10,"cod_2224",2010,0.357994792
11,"cod_2224",2010,0.357994792
12,"cod_2224",2010,0.357994792
13,"cod_2224",2010,0.357994792
16,"cod_2224",2010,0.357994792
3,"cod_2224",2011,0.353802083
4,"cod_2224",2011,0.353802083
5,"cod_2224",2011,0.353802083
6,"cod_2224",2011,0.353802083
7,"cod_2224",2011,0.353802083
8,"cod_2224",2011,0.353802083
9,"cod_2224",2011,0.353802083
10,"cod_2224",2011,0.353802083
11,"cod_2224",2011,0.353802083
12,"cod_2224",2011,0.353802083
13,"cod_2224",2011,0.353802083
16,"cod_2224",2011,0.353802083
3,"cod_2224",2012,0.416979167
4,"cod_2224",2012,0.416979167
5,"cod_2224",2012,0.416979167
6,"cod_2224",2012,0.416979167
7,"cod_2224",2012,0.416979167
8,"cod_2224",2012,0.416979167
9,"cod_2224",2012,0.416979167
10,"cod_2224",2012,0.416979167
11,"cod_2224",2012,0.416979167
12,"cod_2224",2012,0.416979167
13,"cod_2224",2012,0.416979167
16,"cod_2224",2012,0.416979167
3,"cod_2224",2013,0.36765625
4,"cod_2224",2013,0.36765625
5,"cod_2224",2013,0.36765625
6,"cod_2224",2013,0.36765625
7,"cod_2224",2013,0.36765625
8,"cod_2224",2013,0.36765625
9,"cod_2224",2013,0.36765625
10,"cod_2224",2013,0.36765625
11,"cod_2224",2013,0.36765625
12,"cod_2224",2013,0.36765625
13,"cod_2224",2013,0.36765625
16,"cod_2224",2013,0.36765625
3,"cod_2224",2014,0.478203125
4,"cod_2224",2014,0.478203125
5,"cod_2224",2014,0.478203125
6,"cod_2224",2014,0.478203125
7,"cod_2224",2014,0.478203125
8,"cod_2224",2014,0.478203125
9,"cod_2224",2014,0.478203125
10,"cod_2224",2014,0.478203125
11,"cod_2224",2014,0.478203125
12,"cod_2224",2014,0.478203125
13,"cod_2224",2014,0.478203125
16,"cod_2224",2014,0.478203125
14,"cod_2532",1966,1.926371882
15,"cod_2532",1966,1.926371882
17,"cod_2532",1966,1.926371882
18,"cod_2532",1966,1.926371882
19,"cod_2532",1966,1.926371882
20,"cod_2532",1966,1.926371882
21,"cod_2532",1966,1.926371882
22,"cod_2532",1966,1.926371882
23,"cod_2532",1966,1.926371882
24,"cod_2532",1966,1.926371882
25,"cod_2532",1966,1.926371882
26,"cod_2532",1966,1.926371882
27,"cod_2532",1966,1.926371882
28,"cod_2532",1966,1.926371882
29,"cod_2532",1966,1.926371882
30,"cod_2532",1966,1.926371882
31,"cod_2532",1966,1.926371882
32,"cod_2532",1966,1.926371882
33,"cod_2532",1966,1.926371882
34,"cod_2532",1966,1.926371882
35,"cod_2532",1966,1.926371882
36,"cod_2532",1966,1.926371882
37,"cod_2532",1966,1.926371882
38,"cod_2532",1966,1.926371882
