region_id,stock,year,value
3,cod_SDs22_24,1985,5.115384615384616
4,cod_SDs22_24,1985,5.115384615384616
7,cod_SDs22_24,1985,5.115384615384616
8,cod_SDs22_24,1985,5.115384615384616
9,cod_SDs22_24,1985,5.115384615384616
10,cod_SDs22_24,1985,5.115384615384616
5,cod_SDs22_24,1985,5.115384615384616
6,cod_SDs22_24,1985,5.115384615384616
11,cod_SDs22_24,1985,5.115384615384616
12,cod_SDs22_24,1985,5.115384615384616
13,cod_SDs22_24,1985,5.115384615384616
16,cod_SDs22_24,1985,5.115384615384616
3,cod_SDs22_24,1986,4.8076923076923075
4,cod_SDs22_24,1986,4.8076923076923075
7,cod_SDs22_24,1986,4.8076923076923075
8,cod_SDs22_24,1986,4.8076923076923075
9,cod_SDs22_24,1986,4.8076923076923075
10,cod_SDs22_24,1986,4.8076923076923075
5,cod_SDs22_24,1986,4.8076923076923075
6,cod_SDs22_24,1986,4.8076923076923075
11,cod_SDs22_24,1986,4.8076923076923075
12,cod_SDs22_24,1986,4.8076923076923075
13,cod_SDs22_24,1986,4.8076923076923075
16,cod_SDs22_24,1986,4.8076923076923075
3,cod_SDs22_24,1987,4.384615384615384
4,cod_SDs22_24,1987,4.384615384615384
7,cod_SDs22_24,1987,4.384615384615384
8,cod_SDs22_24,1987,4.384615384615384
9,cod_SDs22_24,1987,4.384615384615384
10,cod_SDs22_24,1987,4.384615384615384
5,cod_SDs22_24,1987,4.384615384615384
6,cod_SDs22_24,1987,4.384615384615384
11,cod_SDs22_24,1987,4.384615384615384
12,cod_SDs22_24,1987,4.384615384615384
13,cod_SDs22_24,1987,4.384615384615384
16,cod_SDs22_24,1987,4.384615384615384
3,cod_SDs22_24,1988,4.307692307692308
4,cod_SDs22_24,1988,4.307692307692308
7,cod_SDs22_24,1988,4.307692307692308
8,cod_SDs22_24,1988,4.307692307692308
9,cod_SDs22_24,1988,4.307692307692308
10,cod_SDs22_24,1988,4.307692307692308
5,cod_SDs22_24,1988,4.307692307692308
6,cod_SDs22_24,1988,4.307692307692308
11,cod_SDs22_24,1988,4.307692307692308
12,cod_SDs22_24,1988,4.307692307692308
13,cod_SDs22_24,1988,4.307692307692308
16,cod_SDs22_24,1988,4.307692307692308
3,cod_SDs22_24,1989,3.8846153846153846
4,cod_SDs22_24,1989,3.8846153846153846
7,cod_SDs22_24,1989,3.8846153846153846
8,cod_SDs22_24,1989,3.8846153846153846
9,cod_SDs22_24,1989,3.8846153846153846
10,cod_SDs22_24,1989,3.8846153846153846
5,cod_SDs22_24,1989,3.8846153846153846
6,cod_SDs22_24,1989,3.8846153846153846
11,cod_SDs22_24,1989,3.8846153846153846
12,cod_SDs22_24,1989,3.8846153846153846
13,cod_SDs22_24,1989,3.8846153846153846
16,cod_SDs22_24,1989,3.8846153846153846
3,cod_SDs22_24,1990,4.4230769230769225
4,cod_SDs22_24,1990,4.4230769230769225
7,cod_SDs22_24,1990,4.4230769230769225
8,cod_SDs22_24,1990,4.4230769230769225
9,cod_SDs22_24,1990,4.4230769230769225
10,cod_SDs22_24,1990,4.4230769230769225
5,cod_SDs22_24,1990,4.4230769230769225
6,cod_SDs22_24,1990,4.4230769230769225
11,cod_SDs22_24,1990,4.4230769230769225
12,cod_SDs22_24,1990,4.4230769230769225
