rgn_id,score,year
22,0,2014
19,0,2014
34,0,2014
33,0,2014
17,0,2014
21,0,2014
18,0,2014
16,0,2014
3,0,2014
7,0,2014
2,0,2014
12,0,2014
15,0,2014
13,0,2014
8,0,2014
6,0,2014
5,0.1,2014
4,0,2014
14,0.1,2014
20,0.1,2014
26,0.1,2014
1,0.1,2014
37,0.1,2014
41,0.1,2014
25,0,2014
28,0,2014
24,0.1,2014
27,0.1,2014
10,0,2014
31,0,2014
42,0,2014
39,0.1,2014
35,0.1,2014
29,0.1,2014
11,0.1,2014
23,0,2014
38,0,2014
40,0,2014
36,0,2014
30,0,2014
32,0,2014
9,0,2014
